FY;Year;Comp;II;Curr;RepCurr;Xrate;FA;FA_IT;FA_TA;FA_Ot;CA;CA_Inv;CA_Rec;CA_Ot;CA_Csh;Equity;NCL;NCL_LTD;NCL_Ot;NCL_Prov;CL;CL_Loans;CL_Payables;CL_Ot;HC;Turnover;Sales;CoS;Gprofit;OpEx;EBIT;FiInc;FiEx;FinRes;PBTExt;Tax;PAT;ExtRev;ExtExp;ExtRes;NetInc;Xsales;MatCoS;SW;Dep;IntExp;RaDExp;CF;AV;EBITDA
31/12/2010;2010;APTIV SOLUTIONS (UK) LTD; U;GBP;kEUR;1,170580;764,38807471;0,00000000;648,50075557;115,88731914;6661,76498185;0,00000000;2439,48659676;4222,27838509;1806,20336795;-330,10327269;2926,44745293;2926,44745293;0,00000000;0,00000000;4829,80887632;1742,99210297;1458,54141054;1628,27536281;68,00000000;15046,62222399;n.a.;9427,84311436;5618,77910963;4832,15003428;786,62907535;2,34115796;203,68074272;-201,33958476;585,28949059;n.a.;n.a.;n.a.;n.a.;n.a.;585,28949059;9153,92763277;n.a.;7443,71174128;327,76211473;203,68074272;n.a.;913,05160531;n.a.;1114,39119008
31/12/2012;2012;GECKO DIRECT LIMITED;B+;GBP;kEUR;1,196000;896,26908015;0,00000000;896,26908015;0,00000000;2447,34955879;32,16637120;1733,53837381;681,64481378;238,65067391;384,72869628;409,46313475;368,79919644;40,66393830;40,66393830;2549,42680792;213,14601261;1425,72073284;910,56006246;45,00000000;10431,77842852;n.a.;7290,57291448;3141,20551405;2698,14320228;443,06231177;n.a.;56,69390198;-56,69390198;386,36840979;110,68843606;275,67997373;n.a.;n.a.;n.a.;275,67997373;n.a.;n.a.;1404,09708565;337,55493985;56,69390198;n.a.;613,23491358;2184,71433727;780,61725162
31/12/2011;2011;GECKO DIRECT LIMITED;B+;GBP;kEUR;1,194910;507,75745211;0,00000000;507,75745211;0,00000000;2696,09418331;95,21557523;2290,42545522;310,45315285;55,06166491;180,64479986;92,20917009;40,82784216;51,38132793;51,38132793;2930,99766547;295,65652532;1922,95456226;712,38657789;36,00000000;11303,96981448;n.a.;8806,90060746;2497,06920702;2526,42825882;-29,35905180;0,10515249;47,82765190;-47,72249942;-77,08155121;34,65252349;-111,73407470;n.a.;n.a.;n.a.;-111,73407470;n.a.;n.a.;1465,95708248;185,13528894;47,82765190;n.a.;73,40121424;1621,83847211;155,77623714
31/12/2010;2010;GECKO DIRECT LIMITED;B+;GBP;kEUR;1,170580;361,70890518;0,00000000;361,70890518;0,00000000;3833,64616334;291,47416631;2512,06249360;1030,10950343;633,28322881;478,76680330;101,84037136;73,74647581;28,09389555;28,09389555;3614,74789386;77,25821276;2567,07970571;970,40997539;36,00000000;13027,37348147;n.a.;10469,65840761;2557,71507386;2163,22995721;395,65569564;4,68231592;3,51173694;1,17057898;396,82627462;117,05789812;279,76837650;n.a.;n.a.;n.a.;279,76837650;n.a.;n.a.;1437,47098888;94,81689747;3,51173694;n.a.;374,58527398;1932,62589792;490,47259311
31/12/2009;2009;GECKO DIRECT LIMITED;B+;GBP;kEUR;1,124180;115,09387371;0,00000000;115,09387371;0,00000000;2956,80410965;292,54956082;1805,46741174;858,78713710;523,13751744;340,76352893;8,99346542;0,00000000;8,99346542;8,99346542;2722,14098901;2,11571274;1863,35497609;856,67030017;30,00000000;11072,60061146;n.a.;8981,53221512;2091,06839633;1805,67201308;285,39638326;0,03035295;0,29453599;-0,26418305;285,13220021;81,39648296;203,73571725;n.a.;n.a.;n.a.;203,73571725;n.a.;n.a.;1072,68659445;82,19690139;0,29453599;n.a.;285,93261863;1440,31023204;367,59328464
31/12/2012;2012;GREENRAY TURBINES (LINCOLN) LIMITED; D;GBP;kEUR;1,196000;0,00000000;n.a.;n.a.;n.a.;5955,58538797;2696,33844102;2164,07260459;1095,17434236;61,85583015;1793,32034311;0,00000000;n.a.;n.a.;n.a.;4162,26504486;0,00000000;3593,66239156;568,60265330;58,00000000;8181,76976632;n.a.;6353,43777233;1828,33199399;987,77490131;840,55709268;15,33030474;14,89735340;0,43295134;840,99004402;-348,01274798;1189,00279200;n.a.;n.a.;n.a.;1189,00279200;4810,84768481;n.a.;2939,16793259;n.a.;14,89735340;n.a.;n.a.;n.a.;n.a.
31/12/2012;2012;AVC LIVE LIMITED; D;GBP;kEUR;1,196000;1659,58502202;0,00000000;1659,58263002;0,00239200;2063,03587389;36,76737622;1429,72254277;596,54595490;218,96334778;1652,84078825;196,96415716;196,96415716;0,00000000;0,00000000;1872,81595050;237,97134694;936,77753869;698,06706487;66,00000000;7963,41398562;n.a.;5535,75414495;2427,65984067;1998,76651940;428,89332127;0,16743975;24,31942710;-24,15198736;404,74133391;116,86337469;287,87795922;n.a.;n.a.;n.a.;287,87795922;544,13492242;n.a.;2740,18493049;762,73947074;24,31942710;n.a.;1050,61742996;3931,98516225;1191,63279201
31/12/2011;2011;AVC LIVE LIMITED; D;GBP;kEUR;1,194910;1422,16107245;0,00000000;1422,15868262;0,00238983;2576,65410433;25,44451156;1558,30486267;992,90473010;573,70239923;1967,15803817;170,14628016;170,14628016;0,00000000;0,00000000;1861,51085845;175,67634494;896,45122334;789,38329016;67,00000000;8381,26007670;n.a.;5335,50042293;3045,75965377;1972,64269620;1073,11695758;0,31426254;24,21255460;-23,89829206;1049,21866552;267,27849841;781,94016710;n.a.;n.a.;n.a.;781,94016710;454,58375227;n.a.;2590,50913915;798,51363265;24,21255460;n.a.;1580,45379975;4462,45399192;1871,63059022
31/12/2010;2010;AVC LIVE LIMITED; D;GBP;kEUR;1,170580;1301,20271910;0,00000000;1301,20037794;0,00234116;3364,60804195;22,93632456;2380,14994821;961,52176919;499,27885879;1863,42712144;156,04754282;156,04754282;0,00000000;0,00000000;2646,33609679;159,48436271;1027,67352857;1459,17820551;59,00000000;8907,07827838;n.a.;5742,56198399;3164,51629439;1877,38627579;1287,13001859;0,06438184;40,01507189;-39,95069005;1247,17932854;353,97606043;893,20326811;n.a.;n.a.;n.a.;893,20326811;265,03781060;n.a.;2386,20184154;915,55196202;40,01507189;n.a.;1808,75523013;4588,94820399;2202,68198061
31/12/2009;2009;AVC LIVE LIMITED; D;GBP;kEUR;1,124180;1241,75812342;0,00000000;1241,75587506;0,00224837;2019,66028090;22,42408184;1590,65399346;406,58220560;9,45438052;1718,69733319;63,09478083;63,09478083;0,00000000;0,00000000;1479,62629030;291,87392673;701,93772763;485,81463595;58,00000000;6123,13910083;n.a.;4357,23731602;1765,90178481;1903,87840709;-137,97662228;35,04078964;50,60735410;-15,56656446;-153,54318674;-23,84504938;-129,69813736;n.a.;n.a.;n.a.;-129,69813736;n.a.;n.a.;2401,20467878;862,07762126;50,60735410;n.a.;732,37948389;3160,34646739;724,10099897
31/12/2012;2012;HANNAH, REED AND ASSOCIATES LIMITED;B+;GBP;kEUR;1,196000;123,88268804;0,00000000;123,88268804;0,00000000;3228,63537340;16,85998642;1562,73308896;1649,04229801;967,93089942;2176,59111760;110,12272892;0,00000000;110,12272892;68,82969557;1065,80421492;42,92317888;134,47683997;888,40419608;73,00000000;5976,61582006;n.a.;4018,14965552;1958,46616454;1577,30752285;381,15864169;25,82758081;13,45139159;12,37618922;393,53483091;100,00936826;293,52546265;n.a.;n.a.;n.a.;293,52546265;n.a.;n.a.;3910,36151506;54,48130534;13,45139159;n.a.;348,00676799;4371,82904290;435,63994703
31/12/2011;2011;HANNAH, REED AND ASSOCIATES LIMITED;B+;GBP;kEUR;1,194910;102,06721556;0,00000000;102,06721556;0,00000000;3375,75563496;18,87845581;1373,85903945;1983,01813969;359,21642289;2120,34250554;55,51931720;0,00000000;55,51931720;55,51931720;1301,96102778;278,50472111;48,67245653;974,78385015;74,00000000;5922,56435725;n.a.;3999,27760873;1923,28674852;1461,95292365;461,33382487;0,95234694;18,45187130;-17,49952436;443,83430051;107,58055154;336,25374896;n.a.;n.a.;n.a.;336,25374896;n.a.;n.a.;3947,74572156;43,73626430;18,45187130;n.a.;379,99001326;4453,76815767;505,07008917
31/12/2010;2010;HANNAH, REED AND ASSOCIATES LIMITED;B+;GBP;kEUR;1,170580;98,69619622;0,00000000;98,69619622;0,00000000;3513,41204204;25,15925404;1663,95578074;1824,29700726;1157,40528532;1864,81191638;105,35210831;0,00000000;105,35210831;29,26447453;1641,94421357;299,79932403;86,95997135;1255,18491819;73,00000000;5794,89974082;n.a.;3739,40402015;2055,49572067;1502,12908948;553,36663119;2,49099207;13,94627798;-11,45528591;541,91134528;135,53197560;406,37936968;n.a.;n.a.;n.a.;406,37936968;n.a.;n.a.;3797,37928535;55,23611038;13,94627798;n.a.;461,61548007;4408,47301899;608,60274158
31/12/2009;2009;HANNAH, REED AND ASSOCIATES LIMITED;B+;GBP;kEUR;1,124180;113,28731134;0,00000000;113,28731134;0,00000000;2579,98128112;9,08564844;1617,55682108;953,33881160;458,79601746;1569,25516668;73,07190653;0,00000000;73,07190653;73,07190653;1050,94151925;63,84123846;47,96889618;939,13138460;80,00000000;5463,39309203;n.a.;3697,62508502;1765,76800701;1682,80778525;82,96022176;14,53793685;5,34773938;9,19019748;92,15041924;26,20695823;65,94346101;n.a.;n.a.;n.a.;65,94346101;n.a.;n.a.;3813,47328564;74,40631197;5,34773938;n.a.;140,34977297;3985,37775622;157,36653373
31/12/2012;2012;TUN ABDUL RAZAK RESEARCH CENTRE; U;GBP;kEUR;1,196000;1650,24427619;0,00000000;1650,24427619;0,00000000;4663,24715675;0,00000000;300,45388014;4362,79327661;3133,77956131;-1290,20935445;5171,96737690;0,00000000;5171,96737690;n.a.;2431,73341048;0,00000000;92,87404309;2338,85936740;88,00000000;5788,61686530;n.a.;3793,78757193;1994,82929337;1896,04223526;98,78705812;510,69122516;825,23874792;-314,54752276;-215,76046464;0,88623466;-216,64669930;n.a.;n.a.;n.a.;-216,64669930;4872,43321937;n.a.;3656,14970876;269,00151986;825,23874792;n.a.;52,35482057;4534,62951189;367,78857798
31/12/2011;2011;TUN ABDUL RAZAK RESEARCH CENTRE; U;GBP;kEUR;1,194910;1818,09124652;0,00000000;1818,09124652;0,00000000;2728,84201292;0,00000000;192,63576790;2536,20624501;666,40865379;660,03617421;3511,12990017;0,00000000;3511,12990017;n.a.;375,76718506;0,00000000;160,35395499;215,41323007;88,00000000;5820,26771808;n.a.;3702,80734656;2117,46037151;2130,84102524;-13,38065373;760,55000079;802,98261326;-42,43261247;-55,81326619;1,08617737;-56,89944357;n.a.;n.a.;n.a.;-56,89944357;4523,90844995;n.a.;3186,95434802;306,16699417;802,98261326;n.a.;249,26755060;4240,29068925;292,78634045
31/12/2010;2010;TUN ABDUL RAZAK RESEARCH CENTRE; U;GBP;kEUR;1,170580;1996,05489059;0,00000000;1996,05489059;0,00000000;2890,90399275;0,00000000;210,05571586;2680,84827689;968,40711476;2210,04024009;2312,35469593;0,00000000;2312,35469593;n.a.;364,56394732;2,06607190;46,26713423;316,23074118;87,00000000;4679,29114860;n.a.;3921,99795310;757,29319550;1873,44376579;-1116,15057029;5,34837536;103,01095034;-97,66257498;-1213,81314526;1,12258524;-1214,93573051;n.a.;n.a.;n.a.;-1214,93573051;3819,28198866;n.a.;3403,86106693;293,00762478;103,01095034;n.a.;-921,92810573;2586,06649679;-823,14294551
31/12/2009;2009;TUN ABDUL RAZAK RESEARCH CENTRE; U;GBP;kEUR;1,124180;2166,24364959;0,00000000;2166,24364959;0,00000000;3908,57243735;0,83864065;232,79247984;3674,94131687;1373,09194731;3191,42338715;2616,41718208;0,00000000;2616,41718208;n.a.;266,97551771;0,00000000;50,06999454;216,90552317;87,00000000;5247,11823562;n.a.;3269,04935973;1978,06887589;1881,33178928;96,73708660;11,72635472;155,13727849;-143,41092376;-46,67383716;2,46308534;-49,13692250;n.a.;n.a.;n.a.;-49,13692250;4299,96917659;n.a.;3225,69298713;288,06744249;155,13727849;n.a.;238,93051998;3622,22387094;384,80452909
31/12/2012;2012;AUDIO VISUAL SERVICES CORPORATION LIMITED; U;GBP;kEUR;1,196000;399,46339392;0,00000000;399,46339392;0,00000000;2049,94088975;0,00000000;925,70259549;1124,23829426;154,28376592;-3751,84630756;151,89176954;0,00000000;151,89176954;151,89176954;6049,35882169;5309,03594494;104,05184213;636,27103463;60,00000000;5157,14417539;n.a.;4302,00547284;855,13870255;1325,16598941;-470,02728686;-26,31196008;n.a.;-26,31196008;-496,33924694;n.a.;n.a.;n.a.;n.a.;n.a.;-496,33924694;n.a.;n.a.;2458,97226916;254,74761349;n.a.;n.a.;-241,59163345;n.a.;-215,27967337
31/12/2011;2011;AUDIO VISUAL SERVICES CORPORATION LIMITED; U;GBP;kEUR;1,194910;621,35559360;0,00000000;621,35559360;0,00000000;2373,10040169;0,00000000;874,67748945;1498,42291225;400,29639203;-3252,55754955;191,18633649;0,00000000;191,18633649;0,00000000;6055,82720835;5618,48846363;22,70337746;414,63536726;62,00000000;4173,83670852;n.a.;3783,09963332;390,73707520;1181,77054243;-791,03346723;-3,58474381;n.a.;-3,58474381;-794,61821104;n.a.;n.a.;n.a.;n.a.;n.a.;-794,61821104;n.a.;n.a.;2160,40560235;254,51681045;n.a.;n.a.;-540,10140059;n.a.;-536,51665678
31/12/2010;2010;AUDIO VISUAL SERVICES CORPORATION LIMITED; U;GBP;kEUR;1,170580;516,22533070;0,00000000;516,22533070;0,00000000;2070,75421769;0,00000000;996,16271298;1074,59150472;64,38184396;-2407,88096427;0,00000000;n.a.;n.a.;n.a.;4994,86051266;4324,11875645;251,67448095;419,06727526;56,00000000;3636,98889450;n.a.;3217,92161924;419,06727526;1265,39587865;-846,32860339;-22,24100064;n.a.;-22,24100064;-868,56960403;n.a.;n.a.;n.a.;n.a.;n.a.;-868,56960403;n.a.;n.a.;2197,17674766;257,52737586;n.a.;n.a.;-611,04222817;n.a.;-588,80122753
31/12/2009;2009;AUDIO VISUAL SERVICES CORPORATION LIMITED; U;GBP;kEUR;1,124180;312,52292333;0,00000000;312,52292333;0,00000000;1254,58842603;0,00000000;705,98703543;548,60139059;n.a.;-1478,30087834;0,00000000;n.a.;n.a.;n.a.;3045,41222770;2240,49707265;304,65364109;500,26151396;59,00000000;3522,06589493;n.a.;3164,57564450;357,49025043;1293,93483724;-936,44458681;-20,23529719;n.a.;-20,23529719;-956,67988400;n.a.;n.a.;n.a.;n.a.;n.a.;-956,67988400;n.a.;n.a.;2108,96764088;338,37913641;n.a.;n.a.;-618,30074759;n.a.;-598,06545040
31/12/2012;2012;JOHN ROBERTSON ARCHITECTS LTD; D;GBP;kEUR;1,196000;94,91800399;0,00000000;94,91800399;0,00000000;2735,06725426;0,00000000;1484,70018736;1250,36706690;1094,88251880;1166,26806250;0,00000000;n.a.;n.a.;n.a.;1663,71719575;0,00000000;46,36047766;1617,35671809;50,00000000;4284,00570015;n.a.;2429,67031362;1854,33538653;1146,36545669;707,96992984;12,48024106;n.a.;12,48024106;720,45017091;170,62708112;549,82308979;n.a.;n.a.;n.a.;549,82308979;n.a.;n.a.;2510,44205107;60,35126443;n.a.;n.a.;610,17435422;n.a.;768,32119427
31/12/2011;2011;JOHN ROBERTSON ARCHITECTS LTD; D;GBP;kEUR;1,194910;73,70711238;0,00000000;73,70711238;0,00000000;1760,22631195;0,00000000;629,12134360;1131,10496835;961,36973881;650,30001003;0,00000000;n.a.;n.a.;n.a.;1183,63341430;0,00000000;79,11649078;1104,51692352;41,00000000;3382,85701244;n.a.;1927,25147517;1455,60553728;1101,09946775;354,50606952;18,04201559;n.a.;18,04201559;372,54808512;81,68316735;290,86491776;n.a.;n.a.;n.a.;290,86491776;n.a.;n.a.;1969,25033364;52,84031866;n.a.;n.a.;343,70523643;n.a.;407,34638819
31/12/2010;2010;JOHN ROBERTSON ARCHITECTS LTD; D;GBP;kEUR;1,170580;83,41662878;0,00000000;83,41662878;0,00000000;2970,02693782;0,00000000;716,84852112;2253,17841670;1947,88907725;369,70864194;0,00000000;n.a.;n.a.;n.a.;2683,73492466;1404,69477741;28,48603951;1250,55410775;39,00000000;3334,49606824;n.a.;1989,94329773;1344,55277051;940,10485615;404,44791436;26,31812723;n.a.;26,31812723;430,76604160;103,84089084;326,92515076;n.a.;n.a.;n.a.;326,92515076;n.a.;n.a.;2028,58410990;74,75551490;n.a.;n.a.;401,68066565;n.a.;479,20342926
31/12/2009;2009;JOHN ROBERTSON ARCHITECTS LTD; D;GBP;kEUR;1,124180;1000,44995602;0,00000000;101,10341406;899,34654196;2027,43063502;0,00000000;1029,53594737;997,89468766;851,45858696;1390,10758389;0,00000000;n.a.;n.a.;n.a.;1637,77300716;0,00000000;23,75399054;1614,01901662;46,00000000;4043,27206567;n.a.;2050,79228564;1992,47978004;1337,03264771;655,44713233;8,64159609;n.a.;8,64159609;664,08872841;171,01636587;493,07236254;n.a.;n.a.;n.a.;493,07236254;n.a.;n.a.;2572,02543677;82,14181641;n.a.;n.a.;575,21417895;n.a.;737,58894874
31/12/2012;2012;GLEEDS TECHNOLOGY LIMITED;B+;GBP;kEUR;1,196000;516,09952895;0,00000000;516,09952895;0,00000000;752,11063487;0,00000000;1,41366986;750,69696502;49,03114161;347,44345285;162,26705380;0,00000000;162,26705380;0,00000000;758,49965718;163,78238350;302,03020575;292,68706792;27,00000000;3555,21702989;n.a.;2882,77542215;672,44160775;604,37376302;68,06784472;n.a.;15,70465217;-15,70465217;52,36319255;14,60792184;37,75527072;n.a.;n.a.;n.a.;37,75527072;n.a.;n.a.;621,45261711;319,22865965;15,70465217;n.a.;356,98393037;1008,74912149;387,29650438
31/12/2011;2011;GLEEDS TECHNOLOGY LIMITED;B+;GBP;kEUR;1,194910;566,43253878;0,00000000;566,43253878;0,00000000;1030,23625213;81,99623498;274,79212144;673,44789572;n.a.;309,40760257;205,77982854;0,00000000;205,77982854;0,00000000;1081,48135980;250,13864335;436,31709274;395,02562371;27,00000000;3117,58597056;n.a.;2042,75670036;1074,82927020;989,09892709;85,73034311;n.a.;n.a.;0,00000000;85,73034311;23,72383453;62,00650858;n.a.;n.a.;n.a.;62,00650858;n.a.;n.a.;605,94955962;168,72552670;n.a.;n.a.;230,73203528;n.a.;254,45586981
31/12/2010;2010;GLEEDS TECHNOLOGY LIMITED;B+;GBP;kEUR;1,170580;265,02259307;0,00000000;265,02259307;0,00000000;458,67849740;41,13999829;0,84047571;416,69802340;44,49721881;242,36252516;51,21751274;0,00000000;51,21751274;0,00000000;430,12105258;142,60110207;191,80990128;95,71004924;19,00000000;3062,10819222;n.a.;2199,77426242;862,33392980;781,90110684;80,43282295;n.a.;n.a.;0,00000000;80,43282295;22,15086606;58,28195689;n.a.;n.a.;n.a.;58,28195689;n.a.;n.a.;602,05452275;198,94458017;n.a.;n.a.;257,22653706;n.a.;279,37740312
31/12/2009;2009;GLEEDS TECHNOLOGY LIMITED;B+;GBP;kEUR;1,124180;214,52337902;0,00000000;214,52337902;0,00000000;407,40623187;55,97532877;8,95861574;342,47228736;40,78311731;176,78454975;7,69840640;0,00000000;7,69840640;4,03469342;437,44665474;67,37679456;299,83988872;70,22997146;21,00000000;2798,96654317;n.a.;2351,28757315;447,67897002;406,15614018;41,52282984;n.a.;n.a.;0,00000000;41,52282984;11,32502133;30,19780851;n.a.;n.a.;n.a.;30,19780851;n.a.;n.a.;649,34731441;146,42148631;n.a.;n.a.;176,61929483;n.a.;187,94431615
31/12/2012;2012;CONSTRUCTION INDUSTRY RESEARCH AND INFORMATIONASSOCIATION; U;GBP;kEUR;1,196000;70,42396115;0,00000000;69,84390203;0,58005912;1368,22192408;0,00000000;558,19507709;810,02684700;601,28330371;-3352,75367308;3408,52306846;0,00000000;3408,52306846;99,19608950;1382,87648985;0,00000000;313,59311621;1069,28337364;24,00000000;3169,69658282;n.a.;1999,95653759;1169,74004523;1135,22353760;34,51650763;16,76311057;75,34788568;-58,58477511;-24,06826748;1,36941792;-25,43768541;n.a.;n.a.;n.a.;-25,43768541;150,72208332;n.a.;1442,34271562;98,68061428;75,34788568;n.a.;73,24292887;1592,30294810;133,19712191
31/12/2011;2011;CONSTRUCTION INDUSTRY RESEARCH AND INFORMATIONASSOCIATION; U;GBP;kEUR;1,194910;136,18322240;0,00000000;135,60368881;0,57953358;1106,69166809;0,00000000;450,63694934;656,05471875;420,68760973;-2634,83569127;2679,27695518;0,00000000;2679,27695518;109,01564398;1198,43362657;0,00000000;305,07842697;893,35519961;26,00000000;3185,24203539;n.a.;1920,40341958;1264,83861581;1221,14895318;43,68966263;2,72560021;29,08900110;-26,36340089;17,32626174;n.a.;n.a.;n.a.;n.a.;n.a.;17,32626174;136,61578148;n.a.;1538,47764466;88,98290066;29,08900110;n.a.;106,30916241;n.a.;132,67256329
31/12/2010;2010;CONSTRUCTION INDUSTRY RESEARCH AND INFORMATIONASSOCIATION; U;GBP;kEUR;1,170580;220,57102684;0,00000000;220,01266067;0,55836617;1744,90951134;0,00000000;667,48520549;1077,42430585;783,83139158;-1157,16531663;1192,68887697;0,00000000;1192,68887697;101,70926652;1929,95697784;0,00000000;571,81027362;1358,14670422;30,00000000;4197,12615452;n.a.;2732,37365191;1464,75250262;1409,70251429;55,04998833;2,02510164;38,79064628;-36,76554464;18,28444369;n.a.;n.a.;n.a.;n.a.;n.a.;18,28444369;113,68663065;n.a.;1816,18723608;90,84044068;38,79064628;n.a.;109,12488436;n.a.;145,89042900
31/12/2009;2009;CONSTRUCTION INDUSTRY RESEARCH AND INFORMATIONASSOCIATION; U;GBP;kEUR;1,124180;283,81803008;0,00000000;283,28179470;0,53623538;2094,27231839;0,00000000;823,22809901;1271,04421938;790,14676065;-1237,90667186;1435,30199598;0,00000000;1435,30199598;93,02728212;2180,69502434;0,00000000;687,81124182;1492,88378252;36,00000000;4426,90969262;n.a.;2932,94781844;1493,96187418;1460,90751622;33,05435797;-0,78917659;55,08497569;-55,87415229;-22,81979432;n.a.;n.a.;n.a.;n.a.;n.a.;-22,81979432;116,59690661;n.a.;1918,25558575;84,92866651;55,08497569;n.a.;62,10887219;n.a.;117,98302447
